,brand,km_driven,fuel,owner,selling_price
7607,Maruti,15000,Diesel,First Owner,990000
7608,Maruti,35700,Diesel,First Owner,800000
7609,Hyundai,120000,Diesel,Third Owner,350000
7610,Volkswagen,120000,Diesel,First Owner,325000
7611,Volkswagen,80000,Diesel,First Owner,360000
7612,Maruti,120000,Petrol,First Owner,148000
7613,Maruti,36000,Diesel,First Owner,670000
7614,Toyota,120000,Diesel,First Owner,430999
7615,Maruti,9000,Petrol,First Owner,260000
7616,Tata,50000,Petrol,Second Owner,70000
7617,Renault,35000,Petrol,First Owner,300000
7618,Mahindra,130000,Diesel,Second Owner,150000
7619,Ford,70000,Diesel,First Owner,260000
7620,Maruti,90000,Diesel,Third Owner,320000
7621,Tata,35000,Petrol,First Owner,700000
7622,Volkswagen,80000,Petrol,First Owner,415000
7623,Maruti,120000,Diesel,Second Owner,260000
7624,Tata,80000,Petrol,First Owner,70000
7625,Toyota,30000,Petrol,First Owner,515000
7626,Hyundai,60000,Diesel,First Owner,803999
7627,Skoda,200000,Diesel,Second Owner,275000
7628,Ford,101000,Diesel,First Owner,934000
7629,Ford,110000,Diesel,First Owner,210000
7630,Toyota,136000,Diesel,Third Owner,1050000
7631,Chevrolet,250000,Diesel,Second Owner,650000
7632,Chevrolet,74000,Diesel,Fourth & Above Owner,550000
7633,Chevrolet,265000,Diesel,Fourth & Above Owner,285000
7634,Honda,22700,Petrol,First Owner,700000
7635,Hyundai,45000,Petrol,First Owner,525000
7636,Maruti,36000,Petrol,Second Owner,250000
7637,Maruti,57000,Diesel,Second Owner,575000
7638,Tata,33000,Diesel,First Owner,540000
7639,Maruti,59000,Petrol,First Owner,560000
7640,Volkswagen,200000,Diesel,First Owner,380000
7641,Ford,80000,Petrol,Second Owner,240000
7642,Chevrolet,70000,LPG,First Owner,300000
7643,Datsun,50000,Petrol,First Owner,280000
7644,Maruti,118000,Diesel,Second Owner,350000
7645,Tata,250000,Diesel,Second Owner,110000
7646,Tata,20000,Diesel,First Owner,980000
7647,Tata,21871,Diesel,First Owner,969999
7648,Mahindra,120000,Diesel,First Owner,357000
7649,Tata,100000,Diesel,First Owner,280000
7650,Mahindra,50000,Diesel,First Owner,430000
7651,Maruti,50000,Diesel,First Owner,217000
7652,Maruti,70000,Petrol,First Owner,250000
7653,Chevrolet,80000,Diesel,First Owner,525000
7654,Tata,25000,Petrol,First Owner,500000
7655,Mahindra,60000,Diesel,First Owner,1000000
7656,Maruti,25000,Petrol,First Owner,316000
7657,Maruti,50000,Petrol,First Owner,350000
7658,Tata,14000,Diesel,First Owner,950000
7659,Maruti,55425,Petrol,Second Owner,45000
7660,Mahindra,76000,Diesel,First Owner,475000
7661,Toyota,3000,Diesel,First Owner,3200000
7662,Mahindra,139000,Diesel,First Owner,600000
7663,Volkswagen,100000,Petrol,First Owner,430000
7664,Hyundai,60000,Diesel,First Owner,965000
7665,Skoda,35000,Petrol,Second Owner,395000
7666,Tata,120000,Diesel,First Owner,150000
7667,Maruti,37659,Diesel,First Owner,700000
7668,Maruti,89000,Diesel,Second Owner,250000
7669,Maruti,37500,Diesel,Second Owner,680000
7670,Tata,5000,Petrol,First Owner,500000
7671,Hyundai,21000,Petrol,First Owner,420000
7672,Maruti,10000,Petrol,Second Owner,290000
7673,Maruti,30000,Diesel,First Owner,750000
7674,Maruti,19800,Petrol,First Owner,300000
7675,Maruti,90000,Diesel,Third Owner,250000
7676,Honda,33033,Petrol,First Owner,335000
7677,Hyundai,63063,Petrol,First Owner,465000
7678,Maruti,70000,Petrol,Second Owner,100000
7679,Maruti,80000,Petrol,Second Owner,100000
7680,Maruti,120000,Diesel,Third Owner,550000
7681,Maruti,120000,Diesel,First Owner,341000
7682,Hyundai,50000,Diesel,First Owner,600000
7683,Honda,167000,Diesel,First Owner,650000
7684,Chevrolet,80000,Petrol,First Owner,75527
7685,Tata,100000,Diesel,Second Owner,215000
7686,Maruti,60000,Diesel,First Owner,650000
7687,Renault,50000,Diesel,First Owner,900000
7688,Hyundai,17000,Petrol,First Owner,500000
7689,Maruti,46000,Petrol,First Owner,550000
7690,Maruti,60000,Diesel,First Owner,475000
7691,Maruti,198000,Petrol,Second Owner,65000
7692,Hyundai,60000,Diesel,First Owner,425000
7693,Toyota,90000,Diesel,Fourth & Above Owner,476999
7694,Chevrolet,40000,Petrol,Second Owner,150000
7695,Maruti,90000,Petrol,First Owner,225000
7696,Maruti,80000,Petrol,First Owner,190000
7697,Maruti,164000,Petrol,Third Owner,100000
7698,Mahindra,70000,Diesel,Second Owner,400000
7699,Audi,31800,Diesel,First Owner,3975000
7700,Honda,74000,Petrol,First Owner,1350000
7701,Lexus,20000,Petrol,First Owner,5150000
7702,Jaguar,45000,Diesel,First Owner,3200000
7703,Jeep,17000,Petrol,First Owner,4100000
7704,Mahindra,12000,Diesel,First Owner,900000
7705,Toyota,68089,Petrol,First Owner,2000000
7706,Honda,56494,Petrol,First Owner,550000
7707,Toyota,79328,Diesel,Second Owner,750000
7708,Honda,7032,Petrol,First Owner,779000
7709,BMW,10000,Diesel,First Owner,4000000
7710,Mercedes-Benz,17000,Petrol,First Owner,5200000
7711,Land,21000,Diesel,First Owner,4500000
7712,Tata,26500,Diesel,First Owner,969999
7713,Mercedes-Benz,37000,Diesel,First Owner,6000000
7714,Hyundai,45629,Petrol,First Owner,475000
7715,Hyundai,3500,Petrol,First Owner,1125000
7716,Honda,52000,Petrol,First Owner,1650000
7717,Mahindra,35000,Diesel,First Owner,740000
7718,Mahindra,15000,Petrol,First Owner,400000
7719,Maruti,14000,Petrol,First Owner,430000
7720,Mahindra,20000,Petrol,First Owner,1132000
7721,Maruti,68850,Petrol,First Owner,352000
7722,Tata,45775,Petrol,First Owner,252999
7723,Chevrolet,70000,Petrol,Second Owner,80000
7724,Maruti,68203,Petrol,First Owner,313000
7725,Hyundai,30000,Petrol,Second Owner,380000
7726,Renault,25000,Petrol,First Owner,350000
7727,Renault,90000,Diesel,Second Owner,600000
7728,Tata,97343,Diesel,First Owner,88000
7729,Maruti,70000,Petrol,Fourth & Above Owner,160000
7730,Maruti,70000,Petrol,Fourth & Above Owner,125000
7731,Hyundai,31000,Petrol,First Owner,290000
7732,Mahindra,70000,Diesel,First Owner,650000
7733,Maruti,20000,CNG,First Owner,380000
7734,Hyundai,62000,Petrol,First Owner,180000
7735,Maruti,29000,Petrol,First Owner,75000
7736,Tata,82507,Diesel,First Owner,132000
7737,Chevrolet,60000,Petrol,Second Owner,110000
7738,Maruti,10000,Petrol,First Owner,390000
7739,Hyundai,70000,Petrol,First Owner,550000
7740,Hyundai,70000,Petrol,Second Owner,70000
7741,Maruti,59400,Petrol,Fourth & Above Owner,70000
7742,Hyundai,20000,Petrol,First Owner,275000
7743,Maruti,125876,Petrol,Second Owner,250000
7744,Jeep,5000,Petrol,First Owner,2100000
7745,Tata,90000,Diesel,Second Owner,250000
7746,Isuzu,56800,Diesel,First Owner,1250000
7747,Audi,60000,Diesel,First Owner,1500000
7748,Toyota,60000,Diesel,First Owner,800000
7749,Toyota,150000,Diesel,First Owner,1380000
7750,Maruti,65204,Petrol,First Owner,325000
7751,Hyundai,2286,Petrol,First Owner,1150000
7752,Maruti,15732,Petrol,First Owner,655000
7753,Mahindra,13000,Diesel,First Owner,890000
7754,Maruti,33000,Petrol,First Owner,525000
7755,Hyundai,100000,Petrol,First Owner,300000
7756,BMW,39000,Diesel,First Owner,2950000
7757,BMW,10000,Diesel,First Owner,5200000
7758,Honda,28900,Petrol,First Owner,925000
7759,Honda,49523,Petrol,First Owner,675000
7760,Maruti,48000,Diesel,First Owner,745000
7761,Maruti,17000,Diesel,First Owner,835000
7762,Volkswagen,36800,Diesel,First Owner,695000
7763,Maruti,36521,Diesel,First Owner,725000
7764,Maruti,90000,Petrol,First Owner,620000
7765,Maruti,80000,Petrol,Third Owner,58000
7766,Nissan,71000,Diesel,First Owner,335000
7767,Mahindra,108000,Diesel,First Owner,475000
7768,Renault,75000,Diesel,First Owner,484999
7769,Maruti,33000,Petrol,First Owner,610000
7770,Hyundai,50000,Diesel,First Owner,1000000
7771,Renault,35000,Petrol,First Owner,300000
7772,Hyundai,15000,Petrol,First Owner,1405000
7773,Maruti,22000,Petrol,Second Owner,650000
7774,Hyundai,108000,Diesel,First Owner,850000
7775,Audi,76131,Diesel,First Owner,1850000
7776,Hyundai,40000,Petrol,First Owner,267000
7777,Hyundai,47000,Petrol,Second Owner,215000
7778,Tata,45000,Diesel,First Owner,1282000
7779,Maruti,15000,Petrol,First Owner,282000
7780,Toyota,90000,Diesel,First Owner,610000
7781,Mahindra,35000,Diesel,First Owner,900000
7782,Mahindra,70000,Diesel,First Owner,800000
7783,Hyundai,110000,Diesel,Second Owner,380000
7784,Mahindra,120000,Diesel,Second Owner,450000
7785,Maruti,120000,Diesel,First Owner,242000
7786,Renault,35000,Petrol,Second Owner,350000
7787,Tata,22000,Petrol,First Owner,400000
7788,Maruti,70000,Petrol,First Owner,400000
7789,Chevrolet,56000,Diesel,First Owner,246000
7790,Tata,65000,Diesel,First Owner,221000
7791,Ford,62000,Diesel,First Owner,700000
7792,Toyota,52000,Diesel,First Owner,1750000
7793,Hyundai,49000,Diesel,First Owner,550000
7794,Maruti,50000,Diesel,Second Owner,550000
7795,Maruti,65000,Diesel,First Owner,375000
7796,Hyundai,55000,Diesel,First Owner,391000
7797,Mercedes-Benz,35000,Diesel,Second Owner,2051000
7798,Tata,78000,Diesel,Second Owner,525000
7799,Hyundai,58000,Diesel,Second Owner,212000
7800,Chevrolet,56000,Diesel,Second Owner,221000
7801,Fiat,61000,Diesel,Second Owner,265000
7802,Renault,61000,Diesel,Second Owner,399000
7803,Hyundai,61000,Diesel,Second Owner,175000
7804,Skoda,64481,Diesel,Second Owner,411000
7805,Volkswagen,65000,Diesel,Second Owner,365000
7806,BMW,80000,Diesel,Second Owner,975000
7807,Nissan,61000,Diesel,Second Owner,499000
7808,Mercedes-Benz,70000,Diesel,First Owner,2575000
7809,Chevrolet,30000,Petrol,First Owner,145000
7810,Tata,200000,Diesel,Second Owner,200000
7811,Audi,230000,Diesel,First Owner,1200000
7812,Hyundai,100000,Petrol,First Owner,280000
7813,Mahindra,95000,Diesel,Second Owner,450000
7814,Honda,140000,Petrol,Third Owner,150000
7815,Honda,70000,Petrol,First Owner,600000
7816,Renault,60000,Petrol,First Owner,275000
7817,Tata,88000,Diesel,First Owner,110000
7818,Mahindra,200000,Diesel,Fourth & Above Owner,500000
7819,Mahindra,60000,Diesel,Second Owner,700000
7820,BMW,155000,Diesel,Second Owner,900000
7821,Maruti,80000,Petrol,Second Owner,150000
7822,Nissan,80000,Petrol,Third Owner,275000
7823,Maruti,40000,Diesel,First Owner,455000
7824,Hyundai,50000,Diesel,First Owner,900000
7825,Maruti,40000,Diesel,First Owner,455000
7826,Honda,47000,Diesel,Second Owner,650000
7827,Hyundai,20000,Petrol,Second Owner,551000
7828,Volkswagen,49060,Diesel,First Owner,650000
7829,Hyundai,60000,Petrol,First Owner,600000
7830,Maruti,18000,Petrol,First Owner,235000
7831,Ford,37161,Diesel,First Owner,800000
7832,Hyundai,80000,Diesel,First Owner,1050000
7833,Tata,28000,Petrol,Second Owner,45000
7834,Hyundai,100000,Petrol,Second Owner,450000
7835,Volkswagen,120000,Diesel,Second Owner,391000
7836,Chevrolet,70000,Diesel,Second Owner,380000
7837,Maruti,90000,Petrol,Second Owner,170000
7838,Tata,90000,Diesel,Second Owner,250000
7839,Toyota,60000,Diesel,First Owner,800000
7840,Toyota,150000,Diesel,First Owner,1380000
7841,Mahindra,24000,Diesel,First Owner,700000
7842,Honda,100000,Diesel,Second Owner,450000
7843,Mahindra,6000,Petrol,First Owner,650000
7844,Mahindra,49700,Diesel,First Owner,950000
7845,Toyota,80000,Diesel,Second Owner,626000
7846,Toyota,100000,Diesel,First Owner,200000
7847,Maruti,10000,Petrol,First Owner,600000
7848,Renault,21000,Petrol,First Owner,290000
7849,Maruti,25000,Petrol,First Owner,215000
7850,Renault,22000,Petrol,First Owner,250000
7851,Maruti,50000,Diesel,First Owner,750000
7852,Maruti,20000,Petrol,Second Owner,250000
7853,Honda,15000,Petrol,First Owner,950000
7854,Ford,30000,Diesel,First Owner,793000
7855,Hyundai,74000,Diesel,First Owner,750000
7856,Honda,6550,Petrol,First Owner,725000
7857,Hyundai,30000,Diesel,First Owner,480000
7858,Jaguar,9000,Diesel,First Owner,2711000
7859,Lexus,20000,Petrol,First Owner,5150000
7860,Jaguar,45000,Diesel,First Owner,3200000
7861,Tata,110000,Diesel,First Owner,503000
7862,Volvo,20000,Diesel,First Owner,3800000
7863,Toyota,68089,Petrol,First Owner,2000000
7864,Maruti,58343,Petrol,First Owner,225000
7865,Maruti,38817,Diesel,First Owner,740000
7866,Honda,56494,Petrol,First Owner,550000
7867,Toyota,79328,Diesel,Second Owner,750000
7868,Maruti,5621,Petrol,First Owner,650000
7869,Toyota,25538,Petrol,First Owner,625000
7870,Maruti,69779,Petrol,First Owner,600000
7871,Hyundai,56290,Diesel,First Owner,450000
7872,BMW,7500,Diesel,First Owner,5400000
7873,BMW,8500,Diesel,First Owner,5500000
7874,Honda,7032,Petrol,First Owner,779000
7875,Skoda,11000,Petrol,First Owner,645000
7876,Volvo,2000,Diesel,First Owner,2475000
7877,Hyundai,20000,Petrol,First Owner,990000
7878,Maruti,68000,Diesel,First Owner,370000
7879,Chevrolet,60175,Petrol,First Owner,300000
7880,Hyundai,25000,Petrol,First Owner,250000
7881,Ford,49957,Diesel,First Owner,700000
7882,Ford,43235,Diesel,First Owner,600000
7883,Ford,50699,Diesel,First Owner,925000
7884,Hyundai,111000,Diesel,Second Owner,700000
7885,Maruti,48000,Petrol,Second Owner,700000
7886,Maruti,90000,Diesel,Fourth & Above Owner,185000
7887,Tata,80000,Diesel,First Owner,434999
7888,Ford,100000,Petrol,First Owner,400000
7889,Ford,90000,Diesel,Third Owner,180000
7890,Maruti,50000,Diesel,First Owner,600000
7891,Toyota,90000,Diesel,Third Owner,320000
7892,Toyota,120000,Diesel,First Owner,1689999
7893,Volkswagen,140000,Petrol,Second Owner,250000
7894,Tata,20000,Petrol,First Owner,650000
7895,Toyota,82000,Petrol,Second Owner,340000
7896,Ambassador,80000,Diesel,Third Owner,200000
7897,Maruti,40000,Diesel,First Owner,869999
7898,Maruti,120000,Diesel,First Owner,795000
7899,Maruti,60000,Diesel,First Owner,869999
7900,Maruti,70000,Diesel,Second Owner,200000
7901,Hyundai,45500,Diesel,Second Owner,800000
7902,Toyota,120000,Diesel,First Owner,1100000
7903,Maruti,100000,Petrol,Second Owner,114999
7904,Maruti,92000,Diesel,Third Owner,500000
7905,Maruti,141000,Diesel,Fourth & Above Owner,700000
7906,Toyota,120000,Diesel,First Owner,1516000
7907,Datsun,35000,Petrol,First Owner,200000
7908,Honda,50000,Petrol,First Owner,450000
7909,Tata,9500,Diesel,First Owner,850000
7910,Maruti,5500,Petrol,First Owner,359000
7911,Renault,28000,Petrol,First Owner,320000
7912,Tata,113000,Petrol,First Owner,110000
7913,Maruti,1,CNG,Fourth & Above Owner,209000
7914,Tata,100000,Petrol,Second Owner,169000
7915,Hyundai,50074,Diesel,First Owner,400000
7916,Hyundai,100000,Diesel,Fourth & Above Owner,600000
7917,Maruti,35000,Petrol,First Owner,350000
7918,Ford,60000,Diesel,First Owner,990000
7919,Mercedes-Benz,70000,Diesel,First Owner,1600000
7920,Tata,70000,Diesel,First Owner,1400000
7921,Maruti,10000,Petrol,First Owner,745000
7922,Skoda,40000,Diesel,First Owner,2800000
7923,Maruti,35000,Diesel,First Owner,500000
7924,Maruti,5000,Petrol,First Owner,540000
7925,Toyota,33000,Diesel,First Owner,1850000
7926,Tata,27000,Diesel,First Owner,600000
7927,Ford,25000,Petrol,First Owner,690000
7928,Maruti,30154,Diesel,First Owner,630000
7929,Hyundai,20000,Petrol,First Owner,640000
7930,Volvo,17000,Diesel,First Owner,5500000
7931,Ford,85000,Diesel,Second Owner,2100000
7932,Maruti,100000,Petrol,First Owner,500000
7933,Maruti,54000,Petrol,First Owner,310000
7934,Mahindra,80000,Diesel,First Owner,600000
7935,Maruti,100000,Petrol,Third Owner,40000
7936,Hyundai,70000,Diesel,First Owner,620000
7937,Maruti,50000,Diesel,First Owner,760000
7938,Hyundai,40000,Diesel,First Owner,1200000
7939,Maruti,50000,Diesel,First Owner,760000
7940,Hyundai,45000,Petrol,First Owner,300000
7941,Tata,5000,Petrol,First Owner,500000
7942,Chevrolet,70000,Petrol,Third Owner,120000
7943,Hyundai,26263,Petrol,First Owner,350000
7944,Mahindra,100000,Petrol,Second Owner,350000
7945,Toyota,250000,Diesel,First Owner,730000
7946,Renault,18000,Diesel,First Owner,1050000
7947,Hyundai,80000,Diesel,First Owner,550000
7948,Maruti,108000,Diesel,First Owner,675000
7949,Toyota,170000,Diesel,First Owner,1400000
7950,Maruti,25000,Petrol,First Owner,625000
7951,Hyundai,11000,Petrol,First Owner,1220000
7952,Maruti,5000,Petrol,First Owner,475000
7953,Ford,105000,Diesel,First Owner,550000
7954,Maruti,40000,Petrol,First Owner,320000
7955,Maruti,90000,Diesel,First Owner,530000
7956,Maruti,30000,Petrol,First Owner,300000
7957,Honda,5500,Petrol,First Owner,1180000
7958,Maruti,90000,Petrol,Second Owner,45957
7959,Hyundai,65000,Petrol,First Owner,190000
7960,Hyundai,60000,Diesel,First Owner,730000
7961,Maruti,120000,Diesel,First Owner,530000
7962,Ford,9500,Petrol,First Owner,530000
7963,Renault,12000,Diesel,First Owner,1265000
7964,Maruti,32000,Diesel,First Owner,1025000
7965,Maruti,60000,Petrol,First Owner,130000
7966,Mahindra,70000,Diesel,First Owner,735000
7967,BMW,84925,Diesel,First Owner,1500000
7968,Hyundai,120000,Petrol,Second Owner,120000
7969,Toyota,250000,Diesel,First Owner,730000
7970,Renault,18000,Diesel,First Owner,1050000
7971,Hyundai,80000,Diesel,First Owner,550000
7972,Maruti,108000,Diesel,First Owner,675000
7973,Toyota,170000,Diesel,First Owner,1400000
7974,Maruti,25000,Petrol,First Owner,625000
7975,Hyundai,11000,Petrol,First Owner,1220000
7976,Maruti,5000,Petrol,First Owner,475000
7977,Ford,105000,Diesel,First Owner,550000
7978,Maruti,40000,Petrol,First Owner,320000
7979,Maruti,90000,Diesel,First Owner,530000
7980,Maruti,30000,Petrol,First Owner,300000
7981,Honda,5500,Petrol,First Owner,1180000
7982,Maruti,90000,Petrol,Second Owner,45957
7983,Hyundai,65000,Petrol,First Owner,190000
7984,Hyundai,60000,Diesel,First Owner,730000
7985,Maruti,120000,Diesel,First Owner,530000
7986,Ford,9500,Petrol,First Owner,530000
7987,Renault,12000,Diesel,First Owner,1265000
7988,Maruti,32000,Diesel,First Owner,1025000
7989,Hyundai,50000,Petrol,First Owner,470000
7990,Tata,50000,Diesel,Second Owner,250000
7991,Maruti,90000,Petrol,First Owner,430000
7992,Maruti,93000,Diesel,First Owner,550000
7993,Maruti,117000,Petrol,First Owner,500000
7994,Honda,90000,Petrol,Second Owner,240000
7995,Maruti,80000,Petrol,Third Owner,170000
7996,Hyundai,50000,Petrol,Second Owner,140000
7997,Maruti,30000,Petrol,First Owner,252000
7998,Maruti,35000,Petrol,First Owner,270000
7999,Maruti,40000,Petrol,First Owner,100000
8000,Maruti,46357,Petrol,Second Owner,350000
8001,Ford,80000,Petrol,Second Owner,240000
8002,Renault,7000,Diesel,First Owner,620000
8003,Renault,43000,Petrol,First Owner,600000
8004,Ford,85000,Diesel,First Owner,650000
8005,Hyundai,70000,Diesel,First Owner,950000
8006,Maruti,56000,Diesel,First Owner,660000
8007,Hyundai,90000,Diesel,Second Owner,360000
8008,Maruti,40000,Petrol,First Owner,382000
8009,Hyundai,80000,Petrol,Second Owner,145000
8010,Hyundai,60000,Petrol,Second Owner,270000
8011,Hyundai,70000,Diesel,First Owner,650000
8012,Ford,170000,Diesel,Second Owner,200000
8013,Maruti,95000,Diesel,First Owner,400000
8014,Maruti,90000,Diesel,Second Owner,416000
8015,Maruti,35000,Diesel,First Owner,750000
8016,Tata,120000,Diesel,Second Owner,190000
8017,Tata,120000,Diesel,Fourth & Above Owner,60000
8018,Tata,175000,Diesel,Second Owner,300000
8019,Maruti,90000,Petrol,Second Owner,300000
8020,Tata,120000,Diesel,Third Owner,65000
8021,Ford,108000,Diesel,Second Owner,270000
8022,Mahindra,70000,Diesel,First Owner,600000
8023,Hyundai,62000,Diesel,Second Owner,1200000
8024,Hyundai,35000,Petrol,Second Owner,195000
8025,Maruti,40000,Petrol,Second Owner,35000
8026,Tata,120000,Diesel,First Owner,100000
8027,Hyundai,67000,Petrol,Second Owner,220000
8028,Maruti,46737,Petrol,First Owner,320000
8029,Chevrolet,30000,Petrol,First Owner,240000
8030,Tata,300000,Diesel,First Owner,275000
8031,Chevrolet,195000,Diesel,First Owner,275000
8032,Tata,70000,Petrol,Second Owner,130000
8033,Hyundai,200000,Diesel,Second Owner,450000
8034,Renault,160000,Diesel,First Owner,600000
8035,Maruti,20000,Petrol,First Owner,310000
8036,Maruti,30000,Petrol,First Owner,432000
8037,Tata,90000,Diesel,Third Owner,175000
8038,Maruti,100000,Diesel,Second Owner,770000
8039,Maruti,110048,Petrol,Third Owner,135000
8040,Hyundai,26000,Diesel,First Owner,680000
8041,Maruti,110000,Petrol,Fourth & Above Owner,90000
8042,Maruti,186388,Petrol,Second Owner,300000
8043,Chevrolet,60000,Petrol,Third Owner,100000
